order_id,product_id,quantity
1006765,1027,1
1006187,1027,1
1003890,1027,1
1008915,1028,1
1002055,1028,1
1001991,1028,1
1001478,1028,1
1001267,1028,1
1004166,1028,1
1003616,1028,1
1003433,1028,1
1000563,1028,1
1001518,1028,1
1001496,1028,1
1007750,1028,1
1007692,1028,1
1007204,1028,1
1006978,1028,1
1006969,1028,1
1006662,1028,1
1006490,1028,1
1001866,1028,1
1001793,1028,1
1001675,1028,1
1001323,1028,1
1001291,1028,1
1000643,1028,1
1000643,1028,1
1008992,1028,1
1006719,1028,1
1006240,1028,1
1005513,1028,1
1005198,1028,1
1003393,1028,1
1003237,1028,1
1002407,1028,1
1002000,1028,1
1008635,1028,1
1006138,1028,1
1004859,1028,1
1007582,1028,1
1007255,1028,1
1007187,1028,1
1007100,1028,1
1004688,1028,1
1004381,1028,1
1003906,1028,1
1008540,1028,1
1008035,1028,1
1006001,1028,1
1005521,1028,1
1000187,1028,1
1007918,1028,1
1007724,1028,1
1006193,1028,1
1001556,1028,1
1006693,1028,1
1006068,1028,1
1003077,1028,1
1003942,1028,1
1003247,1028,1
1002888,1028,1
1005192,1028,1
1000788,1028,1
1001885,1029,1
1001687,1029,1
1000932,1029,1
1000705,1029,1
1000700,1029,1
1000520,1029,1
1001479,1029,1
1007141,1029,1
1007014,1029,1
1007008,1029,1
1001237,1029,1
1000325,1029,1
1000219,1029,1
1000043,1029,1
1007225,1029,1
1002676,1029,1
1000720,1029,1
1008922,1029,1
1008215,1029,1
1006188,1029,1
1006016,1029,1
1005896,1029,1
1004657,1029,1
1004532,1029,1
1000683,1029,1
1000101,1029,1
1007482,1029,1
1005777,1029,1
1004642,1029,1
1003475,1029,1
1002596,1029,1
1008875,1029,1
1008507,1029,1
1005584,1029,1
1004756,1029,1
1004706,1029,1
1003152,1029,1
1003064,1029,1
1007778,1029,1
1007613,1029,1
1007260,1029,1
1007068,1029,1
1006050,1029,1
1004682,1029,1
1000843,1029,1
1008592,1029,1
1004329,1029,1
1003573,1029,1
1000965,1029,1
1007977,1029,1
1003500,1029,1
1003854,1029,1
1006495,1029,1
1003975,1029,1
1002327,1029,1
1001032,1030,1
1001687,1030,1
1003572,1030,1
1000649,1030,1
1000469,1030,1
1001826,1030,1
1007758,1030,1
1007718,1030,1
1007494,1030,1
1007487,1030,1
1007150,1030,1
1007137,1030,1
1007008,1030,1
1006535,1030,1
1006494,1030,1
1001608,1030,1
1001507,1030,1
1001094,1030,1
1001078,1030,1
1000745,1030,1
1000745,1030,1
1000691,1030,1
1000643,1030,1
1000454,1030,1
1000325,1030,1
1000219,1030,1
1008899,1030,1
1008709,1030,1
1007427,1030,1
1003582,1030,1
1003312,1030,1
1002247,1030,1
1001503,1030,1
1000015,1030,1
1001121,1030,1
1001036,1030,1
1000845,1030,1
1000305,1030,1
1003937,1030,1
1003592,1030,1
1003005,1030,1
1002907,1030,1
1002013,1030,1
1001482,1030,1
1000976,1030,1
1000479,1030,1
1007269,1030,1
1005905,1030,1
1005130,1030,1
1004511,1030,1
1003284,1030,1
1003028,1030,1
1002195,1030,1
1008684,1030,1
1007566,1030,1
1007190,1030,1
1005811,1030,1
1004245,1030,1
1004018,1030,1
1003832,1030,1
1003342,1030,1
1002909,1030,1
1002651,1030,1
1002271,1030,1
1008596,1030,1
1008016,1030,1
1005403,1030,1
1005038,1030,1
1003041,1030,1
1005453,1030,1
1003090,1030,1
1002708,1030,1
1001854,1030,1
1001852,1030,1
1008728,1030,1
1006499,1030,1
1003157,1030,1
1008136,1030,1
1002117,1031,1
1001950,1031,1
1001569,1031,1
1001060,1031,1
1003572,1031,1
1001745,1031,1
1001605,1031,1
1007548,1031,1
1007031,1031,1
1006791,1031,1
1001962,1031,1
1001103,1031,1
1008199,1031,1
1007659,1031,1
1007629,1031,1
1007139,1031,1
1006526,1031,1
1006167,1031,1
1005198,1031,1
1003208,1031,1
1002491,1031,1
1002049,1031,1
1000839,1031,1
1001415,1031,1
1000139,1031,1
1000085,1031,1
1008305,1031,1
1006160,1031,1
1005334,1031,1
1005020,1031,1
1004976,1031,1
1004440,1031,1
1002999,1031,1
1001273,1031,1
1006796,1031,1
1005622,1031,1
1003963,1031,1
1003390,1031,1
1002774,1031,1
1002634,1031,1
1007851,1031,1
1005610,1031,1
1004675,1031,1
1002925,1031,1
1002306,1031,1
1007568,1031,1
1008426,1031,1
1008390,1031,1
1008343,1031,1
1006618,1031,1
1006200,1031,1
1005663,1031,1
1004384,1031,1
1004138,1031,1
1003743,1031,1
1003536,1031,1
1003495,1031,1
1001973,1031,1
1001646,1031,1
1001551,1031,1
1007731,1031,1
1007561,1031,1
1003373,1031,1
1005906,1031,1
1001095,1031,1
1001472,1032,1
1000932,1032,1
1000889,1032,1
1000763,1032,1
1000753,1032,1
1001657,1032,1
1006535,1032,1
1001877,1032,1
1000691,1032,1
1000273,1032,1
1006106,1032,1
1005518,1032,1
1004479,1032,1
1004327,1032,1
1003728,1032,1
1002997,1032,1
1002385,1032,1
1001369,1032,1
1001046,1032,1
1006350,1032,1
1005488,1032,1
1005211,1032,1
1004947,1032,1
1004868,1032,1
1003565,1032,1
1003379,1032,1
1000261,1032,1
1008418,1032,1
1007797,1032,1
1006304,1032,1
1006278,1032,1
1005563,1032,1
1004839,1032,1
1003412,1032,1
1003291,1032,1
1002808,1032,1
1000370,1032,1
1008404,1032,1
1006654,1032,1
1005429,1032,1
1005142,1032,1
1002819,1032,1
1007063,1032,1
1002766,1032,1
1001883,1032,1
1001235,1032,1
1001145,1032,1
1006461,1032,1
1005910,1032,1
1004698,1032,1
1002614,1032,1
1008499,1032,1
1005950,1032,1
1003384,1032,1
1001229,1033,1
1000334,1033,1
1003548,1033,1
1000398,1033,1
1001657,1033,1
1007692,1033,1
1007600,1033,1
1007093,1033,1
1007070,1033,1
1006928,1033,1
1006852,1033,1
1002080,1033,1
1001516,1033,1
1001312,1033,1
1000819,1033,1
1000513,1033,1
1007743,1033,1
1006384,1033,1
1005560,1033,1
1005135,1033,1
1005016,1033,1
1004315,1033,1
1003527,1033,1
1003434,1033,1
1003066,1033,1
1002482,1033,1
1001308,1033,1
1001043,1033,1
1000948,1033,1
1000849,1033,1
1000822,1033,1
1006464,1033,1
1006060,1033,1
1005308,1033,1
1004269,1033,1
1003450,1033,1
1001879,1033,1
1001101,1033,1
1000924,1033,1
1000335,1033,1
1008962,1033,1
1008206,1033,1
1008032,1033,1
1007771,1033,1
1006741,1033,1
1004296,1033,1
1007908,1033,1
1007288,1033,1
1007276,1033,1
1005183,1033,1
1004038,1033,1
1003981,1033,1
1003038,1033,1
1002920,1033,1
1006108,1033,1
1001083,1033,1
1000704,1033,1
1008945,1033,1
1008277,1033,1
1005231,1033,1
1004265,1033,1
1003821,1033,1
1003271,1033,1
1002784,1033,1
1004570,1033,1
1003968,1033,1
1008233,1033,1
1006828,1033,1
1004219,1033,1
1001963,1033,1
1000764,1034,1
1001950,1034,1
1001832,1034,1
1001712,1034,1
1001616,1034,1
1001290,1034,1
1001267,1034,1
1000505,1034,1
1001741,1034,1
1001471,1034,1
1007784,1034,1
1007761,1034,1
1007681,1034,1
1007600,1034,1
1007470,1034,1
1007089,1034,1
1006846,1034,1
1006819,1034,1
1006791,1034,1
1001243,1034,1
1001243,1034,1
1000997,1034,1
1000887,1034,1
1000289,1034,1
1008434,1034,1
1007575,1034,1
1005675,1034,1
1004218,1034,1
1003916,1034,1
1000176,1034,1
1000059,1034,1
1006078,1034,1
1005637,1034,1
1005185,1034,1
1003752,1034,1
1003736,1034,1
1002939,1034,1
1002854,1034,1
1001577,1034,1
1001089,1034,1
1007463,1034,1
1006294,1034,1
1006233,1034,1
1005877,1034,1
1005382,1034,1
1002400,1034,1
1000114,1034,1
1008580,1034,1
1007164,1034,1
1006105,1034,1
1006069,1034,1
1004636,1034,1
1004618,1034,1
1004337,1034,1
1002505,1034,1
1008470,1034,1
1007662,1034,1
1001364,1034,1
1000090,1034,1
1005855,1034,1
1002918,1034,1
1006186,1034,1
1006931,1034,1
1003395,1034,1
1000041,1035,1
1008915,1035,1
1002055,1035,1
1001702,1035,1
1001112,1035,1
1000573,1035,1
1003415,1035,1
1000753,1035,1
1000733,1035,1
1000600,1035,1
1000599,1035,1
1007083,1035,1
1006978,1035,1
1006852,1035,1
1006683,1035,1
1002107,1035,1
1001653,1035,1
1000707,1035,1
1000221,1035,1
1007757,1035,1
1005249,1035,1
1004963,1035,1
1004366,1035,1
1004055,1035,1
1003916,1035,1
1003319,1035,1
1001522,1035,1
1001107,1035,1
1001068,1035,1
1000847,1035,1
1000111,1035,1
1008571,1035,1
1006088,1035,1
1005306,1035,1
1004295,1035,1
1003252,1035,1
1001553,1035,1
1001295,1035,1
1000998,1035,1
1008451,1035,1
1007850,1035,1
1003808,1035,1
1003706,1035,1
1003261,1035,1
1002855,1035,1
1007440,1035,1
1006824,1035,1
1005985,1035,1
1003952,1035,1
1005923,1035,1
1002096,1035,1
1008505,1035,1
1008425,1035,1
1007317,1035,1
1006757,1035,1
1005977,1035,1
1005400,1035,1
1002608,1035,1
1001332,1035,1
1008885,1035,1
1008652,1035,1
1005570,1035,1
1008472,1035,1
1004595,1035,1
1003723,1035,1
1001777,1035,1
1000180,1036,1
1000486,1036,1
1007565,1036,1
1007436,1036,1
1007382,1036,1
1007089,1036,1
1006717,1036,1
1002107,1036,1
1001835,1036,1
1001788,1036,1
1001584,1036,1
1000692,1036,1
1008379,1036,1
1008368,1036,1
1008353,1036,1
1008108,1036,1
1006997,1036,1
1006005,1036,1
1004168,1036,1
1001160,1036,1
1000410,1036,1
1008517,1036,1
1008283,1036,1
1008138,1036,1
1005585,1036,1
1004590,1036,1
1001401,1036,1
1000981,1036,1
1008469,1036,1
1006029,1036,1
1005099,1036,1
1002289,1036,1
1008986,1036,1
1008541,1036,1
1007982,1036,1
1007151,1036,1
1005701,1036,1
1003547,1036,1
1002279,1036,1
1008454,1036,1
1002125,1036,1
1001268,1036,1
1008750,1036,1
1008722,1036,1
1005554,1036,1
1004190,1036,1
1002470,1036,1
1002185,1036,1
1007028,1036,1
1001627,1036,1
1007510,1036,1
1006622,1036,1
1005915,1036,1
1004120,1036,1
1008877,1037,1
1001885,1037,1
1001495,1037,1
1003868,1037,1
1003612,1037,1
1003433,1037,1
1001831,1037,1
1001561,1037,1
1001518,1037,1
1007742,1037,1
1007692,1037,1
1007611,1037,1
1007511,1037,1
1006875,1037,1
1006705,1037,1
1006566,1037,1
1006493,1037,1
1002146,1037,1
1001462,1037,1
1001219,1037,1
1001048,1037,1
1000966,1037,1
1000501,1037,1
1000308,1037,1
1008899,1037,1
1008051,1037,1
1008051,1037,1
1006405,1037,1
1004602,1037,1
1004559,1037,1
1004300,1037,1
1003037,1037,1
1001751,1037,1
1001501,1037,1
1001288,1037,1
1000095,1037,1
1007919,1037,1
1004842,1037,1
1004751,1037,1
1004246,1037,1
1004211,1037,1
1003768,1037,1
1003654,1037,1
1001454,1037,1
1001333,1037,1
1000737,1037,1
1007783,1037,1
1007720,1037,1
1006090,1037,1
1006072,1037,1
1004704,1037,1
1003618,1037,1
1002778,1037,1
1002469,1037,1
1008085,1037,1
1007900,1037,1
1006598,1037,1
1005687,1037,1
1003701,1037,1
1003662,1037,1
1003621,1037,1
1007153,1037,1
1005026,1037,1
1008134,1037,1
1007428,1037,1
1007263,1037,1
1007044,1037,1
1004286,1037,1
1003280,1037,1
1001754,1037,1
1001236,1037,1
1002833,1037,1
1001878,1037,1
1000571,1037,1
1005592,1037,1
1002483,1037,1
1002831,1037,1
1003682,1037,1
1003115,1037,1
1002161,1038,1
1001987,1038,1
1001712,1038,1
1001591,1038,1
1000472,1038,1
1001802,1038,1
1001745,1038,1
1001635,1038,1
1001496,1038,1
1007758,1038,1
1007693,1038,1
1007254,1038,1
1002020,1038,1
1001651,1038,1
1000021,1038,1
1008364,1038,1
1007483,1038,1
1004900,1038,1
1003670,1038,1
1003429,1038,1
1002734,1038,1
1002503,1038,1
1001198,1038,1
1001197,1038,1
1006015,1038,1
1003901,1038,1
1003301,1038,1
1000967,1038,1
1008952,1038,1
1008307,1038,1
1007864,1038,1
1007604,1038,1
1006832,1038,1
1006355,1038,1
1005127,1038,1
1003966,1038,1
1003818,1038,1
1003097,1038,1
1000056,1038,1
1008579,1038,1
1008244,1038,1
1008083,1038,1
1007687,1038,1
1006671,1038,1
1006655,1038,1
1004319,1038,1
1003935,1038,1
1003672,1038,1
1002257,1038,1
1002062,1038,1
1001922,1038,1
1008207,1038,1
1008582,1038,1
1005427,1038,1
1001077,1038,1
1003001,1038,1
1007939,1038,1
1003524,1038,1
1000497,1038,1
1008301,1038,1
1006908,1038,1
1006334,1038,1
1004354,1038,1
1004328,1038,1
1001032,1039,1
1001950,1039,1
1001339,1039,1
1001127,1039,1
1001112,1039,1
1001052,1039,1
1000669,1039,1
1000469,1039,1
1001826,1039,1
1007390,1039,1
1007241,1039,1
1007061,1039,1
1006952,1039,1
1006870,1039,1
1006862,1039,1
1002176,1039,1
1001927,1039,1
1001856,1039,1
1001552,1039,1
1001094,1039,1
1000810,1039,1
1000043,1039,1
1008599,1039,1
1006935,1039,1
1006706,1039,1
1004641,1039,1
1004299,1039,1
1003649,1039,1
1003350,1039,1
1003308,1039,1
1001458,1039,1
1001363,1039,1
1000913,1039,1
1000159,1039,1
1008551,1039,1
1005526,1039,1
1003931,1039,1
1003733,1039,1
1003560,1039,1
1003085,1039,1
1002567,1039,1
1002113,1039,1
1001432,1039,1
1000026,1039,1
1008863,1039,1
1005612,1039,1
1005107,1039,1
1003932,1039,1
1000113,1039,1
1008781,1039,1
1007667,1039,1
1003344,1039,1
1003306,1039,1
1008766,1039,1
1008496,1039,1
1007924,1039,1
1007073,1039,1
1006439,1039,1
1004192,1039,1
1003136,1039,1
1002265,1039,1
1006345,1039,1
1006168,1039,1
1005233,1039,1
1002729,1039,1
1002661,1039,1
1001547,1039,1
1008223,1039,1
1007264,1039,1
1006385,1039,1
1005894,1039,1
1003757,1039,1
1002882,1039,1
1002156,1039,1
1000581,1039,1
1001127,1040,1
1000889,1040,1
1000754,1040,1
1003616,1040,1
1003415,1040,1
1000563,1040,1
1000451,1040,1
1000448,1040,1
1000442,1040,1
1007780,1040,1
1007511,1040,1
1007146,1040,1
1007059,1040,1
1007008,1040,1
1006952,1040,1
1006531,1040,1
1001913,1040,1
1001511,1040,1
1001007,1040,1
1000523,1040,1
1000036,1040,1
1007054,1040,1
1006997,1040,1
1006849,1040,1
1006274,1040,1
1004910,1040,1
1004318,1040,1
1002274,1040,1
1000226,1040,1
1000040,1040,1
1001192,1040,1
1006269,1040,1
1006042,1040,1
1005636,1040,1
1004960,1040,1
1002360,1040,1
1001481,1040,1
1008654,1040,1
1008420,1040,1
1006915,1040,1
1005954,1040,1
1005060,1040,1
1003604,1040,1
1002431,1040,1
1007978,1040,1
1007369,1040,1
1007275,1040,1
1005957,1040,1
1005887,1040,1
1005271,1040,1
1005599,1040,1
1004555,1040,1
1001181,1040,1
1000767,1040,1
1006388,1040,1
1005879,1040,1
1003751,1040,1
1007478,1040,1
1005022,1040,1
1004895,1040,1
1002339,1040,1
1008037,1040,1
1007209,1040,1
1006778,1040,1
1004495,1040,1
1001008,1041,1
1002055,1041,1
1001290,1041,1
1001261,1041,1
1001201,1041,1
1001112,1041,1
1000801,1041,1
1003548,1041,1
1000547,1041,1
1007487,1041,1
1007419,1041,1
1007014,1041,1
1006736,1041,1
1006679,1041,1
1001310,1041,1
1000011,1041,1
1008477,1041,1
1008290,1041,1
1005980,1041,1
1005940,1041,1
1000844,1041,1
1008668,1041,1
1008649,1041,1
1006399,1041,1
1003811,1041,1
1003780,1041,1
1005797,1041,1
1004684,1041,1
1008044,1041,1
1006714,1041,1
1006215,1041,1
1005840,1041,1
1005692,1041,1
1005684,1041,1
1005534,1041,1
1005277,1041,1
1005085,1041,1
1002971,1041,1
1002295,1041,1
1007588,1041,1
1007438,1041,1
1007335,1041,1
1000988,1041,1
1005098,1041,1
1004886,1041,1
1004702,1041,1
1004475,1041,1
1002589,1041,1
1001780,1041,1
1002959,1041,1
1000147,1041,1
1000764,1042,1
1008915,1042,1
1008904,1042,1
1001687,1042,1
1001600,1042,1
1003551,1042,1
1003415,1042,1
1007399,1042,1
1007188,1042,1
1007176,1042,1
1007115,1042,1
1006754,1042,1
1006689,1042,1
1006583,1042,1
1006485,1042,1
1001740,1042,1
1001684,1042,1
1001675,1042,1
1001056,1042,1
1001012,1042,1
1000887,1042,1
1000561,1042,1
1000551,1042,1
1000546,1042,1
1000362,1042,1
1006955,1042,1
1008957,1042,1
1006543,1042,1
1005739,1042,1
1005361,1042,1
1004613,1042,1
1004088,1042,1
1003468,1042,1
1002377,1042,1
1000681,1042,1
1008543,1042,1
1008293,1042,1
1008211,1042,1
1008028,1042,1
1005343,1042,1
1003902,1042,1
1003761,1042,1
1003589,1042,1
1001340,1042,1
1000511,1042,1
1008853,1042,1
1008336,1042,1
1008126,1042,1
1007165,1042,1
1006664,1042,1
1003117,1042,1
1002549,1042,1
1000247,1042,1
1008864,1042,1
1008847,1042,1
1008835,1042,1
1008678,1042,1
1006511,1042,1
1005389,1042,1
1004921,1042,1
1004805,1042,1
1004188,1042,1
1003843,1042,1
1000272,1042,1
1006810,1042,1
1006162,1042,1
1005493,1042,1
1004562,1042,1
1003389,1042,1
1003104,1042,1
1006354,1042,1
1005473,1042,1
1008648,1042,1
1007635,1042,1
1008996,1043,1
1001569,1043,1
1000576,1043,1
1003673,1043,1
1003551,1043,1
1000442,1043,1
1001733,1043,1
1001623,1043,1
1007441,1043,1
1007254,1043,1
1006978,1043,1
1002173,1043,1
1001962,1043,1
1001866,1043,1
1000973,1043,1
1000443,1043,1
1000364,1043,1
1000273,1043,1
1008738,1043,1
1008520,1043,1
1007642,1043,1
1007563,1043,1
1007451,1043,1
1006914,1043,1
1006673,1043,1
1005857,1043,1
1004965,1043,1
1003833,1043,1
1003308,1043,1
1003031,1043,1
1002873,1043,1
1002212,1043,1
1002178,1043,1
1000688,1043,1
1000647,1043,1
1008398,1043,1
1005963,1043,1
1004831,1043,1
1003428,1043,1
1001480,1043,1
1001309,1043,1
1001100,1043,1
1000317,1043,1
1005475,1043,1
1005065,1043,1
1004735,1043,1
1004043,1043,1
1003899,1043,1
1003492,1043,1
1003075,1043,1
1002523,1043,1
1008291,1043,1
1007856,1043,1
1007520,1043,1
1007308,1043,1
1006019,1043,1
1005921,1043,1
1005587,1043,1
1003704,1043,1
1003167,1043,1
1002245,1043,1
1008338,1043,1
1008218,1043,1
1007221,1043,1
1002914,1043,1
1007741,1043,1
1008789,1043,1
1005116,1043,1
1006941,1043,1
1001961,1043,1
1002117,1044,1
1002055,1044,1
1001991,1044,1
1001687,1044,1
1001052,1044,1
1000727,1044,1
1007669,1044,1
1007115,1044,1
1007115,1044,1
1002173,1044,1
1002077,1044,1
1001993,1044,1
1001872,1044,1
1001610,1044,1
1001398,1044,1
1000992,1044,1
1000966,1044,1
1000633,1044,1
1000416,1044,1
1008323,1044,1
1007112,1044,1
1007107,1044,1
1005354,1044,1
1002414,1044,1
1002377,1044,1
1000115,1044,1
1006474,1044,1
1004644,1044,1
1004223,1044,1
1003930,1044,1
1002539,1044,1
1000917,1044,1
1000321,1044,1
1008408,1044,1
1007055,1044,1
1006518,1044,1
1006436,1044,1
1006234,1044,1
1005913,1044,1
1005680,1044,1
1004037,1044,1
1002996,1044,1
1002988,1044,1
1008947,1044,1
1007405,1044,1
1005364,1044,1
1004709,1044,1
1004359,1044,1
1002731,1044,1
1002409,1044,1
1008568,1044,1
1006850,1044,1
1004837,1044,1
1002826,1044,1
1001889,1044,1
1001546,1044,1
1000610,1044,1
1000351,1044,1
1006891,1044,1
1005398,1044,1
1004305,1044,1
1003346,1044,1
1003114,1044,1
1001379,1044,1
1002781,1044,1
1008639,1044,1
1005545,1044,1
1002921,1044,1
1000422,1044,1
1001032,1045,1
1000905,1045,1
1001950,1045,1
1001886,1045,1
1001712,1045,1
1001591,1045,1
1001469,1045,1
1003616,1045,1
1003616,1045,1
1003415,1045,1
1000769,1045,1
1000531,1045,1
1001496,1045,1
1007441,1045,1
1007343,1045,1
1007204,1045,1
1006869,1045,1
1006830,1045,1
1006687,1045,1
1006648,1045,1
1001962,1045,1
1001684,1045,1
1001019,1045,1
1000992,1045,1
1008149,1045,1
1007650,1045,1
1002648,1045,1
1000839,1045,1
1000339,1045,1
1008374,1045,1
1006268,1045,1
1005232,1045,1
1000430,1045,1
1008846,1045,1
1008062,1045,1
1007506,1045,1
1005770,1045,1
1005123,1045,1
1004065,1045,1
1003746,1045,1
1003052,1045,1
1007952,1045,1
1006571,1045,1
1005911,1045,1
1005053,1045,1
1001909,1045,1
1000762,1045,1
1006271,1045,1
1004601,1045,1
1003458,1045,1
1002663,1045,1
1001175,1045,1
1008621,1045,1
1004611,1045,1
1004417,1045,1
1007354,1045,1
1000628,1046,1
1000041,1046,1
1001950,1046,1
1001950,1046,1
1001060,1046,1
1003694,1046,1
1000769,1046,1
1000563,1046,1
1000469,1046,1
1000418,1046,1
1007534,1046,1
1007492,1046,1
1007201,1046,1
1007161,1046,1
1007026,1046,1
1002149,1046,1
1001993,1046,1
1001653,1046,1
1001645,1046,1
1001626,1046,1
1000944,1046,1
1000513,1046,1
1000510,1046,1
1000064,1046,1
1000025,1046,1
1000021,1046,1
1008562,1046,1
1007964,1046,1
1007893,1046,1
1007679,1046,1
1005246,1046,1
1004313,1046,1
1003297,1046,1
1003057,1046,1
1002944,1046,1
1002324,1046,1
1001583,1046,1
1000482,1046,1
1001314,1046,1
1000828,1046,1
1008838,1046,1
1005849,1046,1
1004672,1046,1
1004432,1046,1
1003514,1046,1
1003480,1046,1
1001562,1046,1
1000475,1046,1
1005486,1046,1
1005445,1046,1
1005252,1046,1
1005238,1046,1
1004772,1046,1
1003519,1046,1
1006637,1046,1
1003789,1046,1
1007140,1046,1
1005136,1046,1
1001115,1046,1
1001023,1046,1
1000183,1046,1
1008931,1046,1
1008925,1046,1
1005712,1046,1
1003054,1046,1
1001603,1046,1
1008689,1046,1
1006919,1046,1
1005965,1046,1
1004569,1046,1
1003304,1046,1
1002949,1046,1
1007449,1046,1
1002928,1046,1
1000764,1047,1
1001495,1047,1
1003762,1047,1
1003540,1047,1
1003515,1047,1
1000442,1047,1
1001761,1047,1
1001470,1047,1
1007485,1047,1
1007485,1047,1
1007026,1047,1
1006838,1047,1
1006697,1047,1
1006683,1047,1
1006582,1047,1
1001896,1047,1
1001755,1047,1
1001557,1047,1
1001387,1047,1
1001126,1047,1
1000969,1047,1
1000658,1047,1
1008302,1047,1
1007881,1047,1
1007536,1047,1
1007114,1047,1
1005112,1047,1
1003716,1047,1
1003605,1047,1
1003449,1047,1
1003031,1047,1
1002919,1047,1
1002599,1047,1
1002585,1047,1
1001286,1047,1
