order_id,customer_id,order_date,status,delivery_included
1002810,40434,2023-05-14,Delivered,
1000329,40211,2023-05-14,Cancelled,
1007465,40317,2023-05-15,Delivered,
1007237,40365,2023-05-15,Delivered,
1006238,40449,2023-05-15,Delivered,
1006676,40401,2023-05-15,Delivered,
1005274,40389,2023-05-15,Delivered,
1005611,40335,2023-05-15,Delivered,
1005221,,2023-05-15,Delivered,
1004299,40373,2023-05-15,Delivered,
1001918,40284,2023-05-15,Delivered,
1001201,40677,2023-05-15,Delivered,
1000894,40514,2023-05-15,Delivered,
1000714,40673,2023-05-15,Cancelled,
1008504,40334,2023-05-16,Delivered,
1007305,40103,2023-05-16,Delivered,
1007257,40232,2023-05-16,Delivered,
1006437,40120,2023-05-16,Delivered,
1006435,40194,2023-05-16,Delivered,
1005955,40273,2023-05-16,Cancelled,
1004040,40409,2023-05-16,Cancelled,
1003971,40696,2023-05-16,Delivered,
1003970,40126,2023-05-16,Delivered,
1001005,40007,2023-05-16,Delivered,
1000590,40987,2023-05-16,Delivered,
1000501,40646,2023-05-16,Delivered,
1007956,40087,2023-05-17,Delivered,
1006147,40164,2023-05-17,Shipped,
1004376,40062,2023-05-17,Delivered,
1004436,40080,2023-05-17,Delivered,
1003284,,2023-05-17,Cancelled,
1002726,40607,2023-05-17,Delivered,
1002899,40358,2023-05-17,Delivered,
1000001,40986,2023-05-17,Delivered,
1008914,,2023-05-18,Delivered,
1008185,40589,2023-05-18,Delivered,
1007266,40403,2023-05-18,Delivered,
1006629,40628,2023-05-18,Delivered,
1006197,40051,2023-05-18,Delivered,
1006950,40520,2023-05-18,Delivered,
1005305,40505,2023-05-18,Delivered,
1005141,40973,2023-05-18,Delivered,
1005830,40847,2023-05-18,Delivered,
1004303,40324,2023-05-18,Delivered,
1004867,40366,2023-05-18,Delivered,
1003289,40406,2023-05-18,Shipped,
1001685,40463,2023-05-18,Delivered,
1000136,40839,2023-05-18,Delivered,
1008058,40654,2023-05-19,Delivered,
1007952,40809,2023-05-19,Delivered,
1005302,40444,2023-05-19,Cancelled,
1005840,40369,2023-05-19,Delivered,
1004779,40639,2023-05-19,Shipped,
1002242,40645,2023-05-19,Delivered,
1002632,40575,2023-05-19,Delivered,
1000864,40114,2023-05-19,Delivered,
1000334,40195,2023-05-19,Shipped,
1007360,40884,2023-05-20,Delivered,
1007962,40338,2023-05-20,Delivered,
1006760,40056,2023-05-20,Cancelled,
1005296,40633,2023-05-20,Delivered,
1005016,40971,2023-05-20,Delivered,
1004153,40366,2023-05-20,Delivered,
1003257,40174,2023-05-20,Processing,
1003224,40048,2023-05-20,Delivered,
1002177,40162,2023-05-20,Delivered,
1002361,40285,2023-05-20,Shipped,
1001763,40022,2023-05-20,Pending,
1008169,40124,2023-05-21,Delivered,
1008598,40555,2023-05-21,Delivered,
1008036,40845,2023-05-21,Delivered,
1007108,40194,2023-05-21,Delivered,
1005720,40586,2023-05-21,Delivered,
1005847,40056,2023-05-21,Delivered,
1005908,40439,2023-05-21,Delivered,
1004490,40130,2023-05-21,Delivered,
1004748,40883,2023-05-21,Delivered,
1004228,40064,2023-05-21,Delivered,
1002426,40479,2023-05-21,Delivered,
1006293,40545,2023-05-22,Delivered,
1005006,40104,2023-05-22,Cancelled,
1005656,40471,2023-05-22,Shipped,
1004530,40529,2023-05-22,Cancelled,
1003180,40256,2023-05-22,Delivered,
1002928,40874,2023-05-22,Delivered,
1002149,40907,2023-05-22,Delivered,
1000819,40184,2023-05-22,Delivered,
1000335,40551,2023-05-22,Delivered,
1008973,40603,2023-05-23,Cancelled,
1007076,40272,2023-05-23,Delivered,
1007019,40394,2023-05-23,Delivered,
1006189,40822,2023-05-23,Delivered,
1006850,40591,2023-05-23,Delivered,
1005519,40512,2023-05-23,Delivered,
1002062,40760,2023-05-23,Shipped,
1001048,40942,2023-05-23,Delivered,
1000156,40044,2023-05-23,Delivered,
1007888,40696,2023-05-24,Shipped,
1006886,40729,2023-05-24,Delivered,
1004957,40313,2023-05-24,Delivered,
1004134,40105,2023-05-24,Delivered,
1002955,40632,2023-05-24,Delivered,
1002710,40073,2023-05-24,Delivered,
1000121,40748,2023-05-24,Delivered,
1008796,40724,2023-05-25,Shipped,
1007468,40342,2023-05-25,Delivered,
1007273,40858,2023-05-25,Delivered,
1007316,40175,2023-05-25,Cancelled,
1005197,40293,2023-05-25,Delivered,
1004369,40954,2023-05-25,Delivered,
1004480,,2023-05-25,Delivered,
1004123,40501,2023-05-25,Delivered,
1002858,40358,2023-05-25,Cancelled,
1002811,40218,2023-05-25,Delivered,
1001739,40545,2023-05-25,Delivered,
1000472,40624,2023-05-25,Delivered,
1008638,40625,2023-05-26,Cancelled,
1007073,40475,2023-05-26,Delivered,
1006188,40887,2023-05-26,Delivered,
1005085,40041,2023-05-26,Delivered,
1003002,,2023-05-26,Delivered,
1003475,40756,2023-05-26,Delivered,
1003100,40122,2023-05-26,Delivered,
1002523,40292,2023-05-26,Delivered,
1001308,40221,2023-05-26,Delivered,
1001000,40545,2023-05-26,Delivered,
1000435,40608,2023-05-26,Delivered,
1007131,40003,2023-05-27,Delivered,
1007313,40583,2023-05-27,Delivered,
1006502,40996,2023-05-27,Delivered,
1005243,40216,2023-05-27,Delivered,
1005836,40974,2023-05-27,Delivered,
1004495,40351,2023-05-27,Delivered,
1004862,40462,2023-05-27,Delivered,
1004269,40755,2023-05-27,Shipped,
1003874,40985,2023-05-27,Delivered,
1001348,40463,2023-05-27,Delivered,
1001839,40967,2023-05-27,Delivered,
1000475,40298,2023-05-27,Delivered,
1008472,,2023-05-28,Cancelled,
1007831,40601,2023-05-28,Shipped,
1006486,40656,2023-05-28,Delivered,
1006066,40126,2023-05-28,Delivered,
1006013,40101,2023-05-28,Delivered,
1003573,40199,2023-05-28,Delivered,
1003478,40913,2023-05-28,Delivered,
1002970,40931,2023-05-28,Delivered,
1001248,40020,2023-05-28,Cancelled,
1001885,40933,2023-05-28,Delivered,
1001627,40244,2023-05-28,Delivered,
1000320,40306,2023-05-28,Delivered,
1000652,40760,2023-05-28,Delivered,
1008849,40366,2023-05-29,Delivered,
1008362,40871,2023-05-29,Delivered,
1007228,40855,2023-05-29,Delivered,
1007142,40875,2023-05-29,Processing,
1006720,40099,2023-05-29,Delivered,
1003271,40859,2023-05-29,Delivered,
1003849,40194,2023-05-29,Delivered,
1002478,40644,2023-05-29,Delivered,
1000341,40210,2023-05-29,Delivered,
1008007,40067,2023-05-30,Delivered,
1008767,40134,2023-05-30,Delivered,
1008606,40289,2023-05-30,Delivered,
1008486,40032,2023-05-30,Delivered,
1008065,40684,2023-05-30,Delivered,
1006072,40115,2023-05-30,Delivered,
1006385,40186,2023-05-30,Delivered,
1006169,40731,2023-05-30,Delivered,
1005405,40630,2023-05-30,Delivered,
1005406,40261,2023-05-30,Shipped,
1004522,40971,2023-05-30,Delivered,
1004740,40187,2023-05-30,Delivered,
1003921,40901,2023-05-30,Delivered,
1002319,40526,2023-05-30,Delivered,
1002271,40168,2023-05-30,Delivered,
1000305,40251,2023-05-30,Delivered,
1008290,40861,2023-05-31,Delivered,
1006300,40781,2023-05-31,Delivered,
1006697,40454,2023-05-31,Delivered,
1005194,40130,2023-05-31,Delivered,
1005223,40504,2023-05-31,Delivered,
1004912,40536,2023-05-31,Delivered,
1004270,40419,2023-05-31,Delivered,
1004304,40208,2023-05-31,Delivered,
1004302,40930,2023-05-31,Delivered,
1004728,,2023-05-31,Delivered,
1002521,40574,2023-05-31,Cancelled,
1001646,40903,2023-05-31,Shipped,
1000075,40184,2023-05-31,Delivered,
1008022,40967,2023-06-01,Delivered,
1008075,40215,2023-06-01,Delivered,
1008891,40081,2023-06-01,Delivered,
1006715,40497,2023-06-01,Cancelled,
1006005,40781,2023-06-01,Delivered,
1006902,40787,2023-06-01,Delivered,
1005976,40543,2023-06-01,Delivered,
1005962,40314,2023-06-01,Cancelled,
1004219,40504,2023-06-01,Delivered,
1004245,40866,2023-06-01,Delivered,
1004435,40704,2023-06-01,Cancelled,
1003983,40612,2023-06-01,Delivered,
1003325,40256,2023-06-01,Delivered,
1003151,40635,2023-06-01,Delivered,
1003821,40245,2023-06-01,Delivered,
1002291,40623,2023-06-01,Delivered,
1002003,40203,2023-06-01,Processing,
1001113,40477,2023-06-01,Cancelled,
1001384,40124,2023-06-01,Delivered,
1000272,40339,2023-06-01,Delivered,
1008722,40781,2023-06-02,Delivered,
1007391,40569,2023-06-02,Delivered,
1004381,40302,2023-06-02,Delivered,
1003621,40512,2023-06-02,Delivered,
1003868,40720,2023-06-02,Delivered,
1002677,40014,2023-06-02,Shipped,
1008230,40298,2023-06-03,Delivered,
1007417,40854,2023-06-03,Delivered,
1007645,40408,2023-06-03,Delivered,
1006521,40549,2023-06-03,Delivered,
1006234,40935,2023-06-03,Delivered,
1004180,40028,2023-06-03,Cancelled,
1002609,40246,2023-06-03,Cancelled,
1001013,40588,2023-06-03,Shipped,
1001563,40219,2023-06-03,Delivered,
1001982,40703,2023-06-03,Cancelled,
1000233,40402,2023-06-03,Delivered,
1008834,40486,2023-06-04,Delivered,
1007279,40694,2023-06-04,Delivered,
1004233,40035,2023-06-04,Delivered,
1003061,40294,2023-06-04,Delivered,
1003762,40243,2023-06-04,Delivered,
1003976,40571,2023-06-04,Cancelled,
1002841,40313,2023-06-04,Delivered,
1001043,40659,2023-06-04,Delivered,
1008874,40155,2023-06-05,Shipped,
1007761,40597,2023-06-05,Delivered,
1006876,40429,2023-06-05,Delivered,
1005383,40678,2023-06-05,Delivered,
1004688,40438,2023-06-05,Delivered,
1004657,40421,2023-06-05,Delivered,
1003604,40224,2023-06-05,Delivered,
1003852,40787,2023-06-05,Delivered,
1002147,40464,2023-06-05,Delivered,
1001880,40906,2023-06-05,Shipped,
1000663,40868,2023-06-05,Delivered,
1008186,,2023-06-06,Delivered,
1008742,40456,2023-06-06,Delivered,
1007099,40557,2023-06-06,Shipped,
1007563,40643,2023-06-06,Shipped,
1007705,40259,2023-06-06,Delivered,
1006368,40134,2023-06-06,Delivered,
1004807,40769,2023-06-06,Delivered,
1003253,40250,2023-06-06,Delivered,
1002051,40092,2023-06-06,Delivered,
1002357,40567,2023-06-06,Delivered,
1002950,40958,2023-06-06,Delivered,
1000801,,2023-06-06,Delivered,
1008244,40256,2023-06-07,Delivered,
1007450,40842,2023-06-07,Delivered,
1007841,40676,2023-06-07,Shipped,
1006564,40472,2023-06-07,Delivered,
1006479,40405,2023-06-07,Delivered,
1005503,40054,2023-06-07,Delivered,
1004109,40847,2023-06-07,Delivered,
1004168,40376,2023-06-07,Delivered,
1004920,40108,2023-06-07,Delivered,
1003639,40943,2023-06-07,Delivered,
1003596,40117,2023-06-07,Delivered,
1000145,40077,2023-06-07,Delivered,
1000519,40530,2023-06-07,Delivered,
1007001,40738,2023-06-08,Shipped,
1007215,40897,2023-06-08,Delivered,
1006747,40070,2023-06-08,Delivered,
1006171,40094,2023-06-08,Processing,
1006748,40645,2023-06-08,Delivered,
1005398,40035,2023-06-08,Delivered,
1004167,40331,2023-06-08,Delivered,
1004432,40877,2023-06-08,Delivered,
1004675,40894,2023-06-08,Delivered,
1002545,40356,2023-06-08,Delivered,
1001910,40974,2023-06-08,Processing,
1006586,40570,2023-06-09,Delivered,
1005602,40798,2023-06-09,Delivered,
1004224,40915,2023-06-09,Delivered,
1004720,40798,2023-06-09,Delivered,
1003371,40587,2023-06-09,Delivered,
1003761,40354,2023-06-09,Cancelled,
1002946,40449,2023-06-09,Delivered,
1002638,40783,2023-06-09,Delivered,
1001800,40627,2023-06-09,Shipped,
1000790,40226,2023-06-09,Delivered,
1000183,40612,2023-06-09,Delivered,
1008802,40929,2023-06-10,Delivered,
1007982,40338,2023-06-10,Cancelled,
1006958,40057,2023-06-10,Delivered,
1004194,40599,2023-06-10,Delivered,
1004508,40864,2023-06-10,Delivered,
1003527,40689,2023-06-10,Delivered,
1003997,40716,2023-06-10,Delivered,
1003625,40754,2023-06-10,Delivered,
1002637,40551,2023-06-10,Cancelled,
1002343,40119,2023-06-10,Delivered,
1001101,40502,2023-06-10,Delivered,
1001170,40837,2023-06-10,Delivered,
1001200,40159,2023-06-10,Cancelled,
1000257,40804,2023-06-10,Delivered,
